2017-08-21 11:30:26,001 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-08-21 11:30:26,001 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /workspaces/coder/jnwtv-third-console/src/test/resources
2017-08-21 11:30:26,561 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-08-21 11:30:26,565 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-08-21 11:30:26,566 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-08-21 11:30:26,566 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /workspaces/coder/jnwtv-third-console/src/test/resources
2017-08-21 11:30:41,835 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-08-21 11:30:41,837 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 31 resources
2017-08-21 11:30:41,851 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-08-21 11:30:41,851 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /workspaces/coder/jnwtv-third-console/src/test/resources
2017-08-21 11:30:43,808 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-08-21 11:30:43,809 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 31 resources
2017-08-21 11:30:43,818 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-08-21 11:30:43,818 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /workspaces/coder/jnwtv-third-console/src/test/resources
2017-08-21 11:31:28,816 [Worker-1] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.jnwtv:code-common:1.0.0-SNAPSHOT @ /workspaces/coder/coder-common/pom.xml.
2017-08-21 11:31:28,901 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:alipay-sdk-java:jar:1.0.0 is missing, no dependency information available
2017-08-21 11:31:28,902 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:commons-logging:jar:1.1.1 is missing, no dependency information available
2017-08-21 11:31:34,061 [Worker-1] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /coder-common/src/main/java
2017-08-21 11:31:34,061 [Worker-1] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /coder-common/src/main/resources
